id<>event<>start_loc<>on_loc<>end_loc<>lat<>long<>start_time<>end_time
"2013032108514201002003"<>"football-game"<>\N<>\N<>\N<>"37332192"<>"-121900544"<>"2013-07-20T18:30:00.0000"<>"2013-07-20T23:00:00.0000"
"2013032416402001002028"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-25T18:15:00.0000"<>"2013-07-25T23:00:00.0000"
"2013032416402001002029"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-26T18:15:00.0000"<>"2013-07-26T23:00:00.0000"
"2013032416402001002030"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-27T11:00:00.0000"<>"2013-07-27T16:00:00.0000"
"2013032416402001002031"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-28T11:59:00.0000"<>"2013-07-28T17:00:00.0000"
"2013032416402001002032"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-29T18:00:00.0000"<>"2013-07-29T23:00:00.0000"
"2013032416402001002033"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-30T18:00:00.0000"<>"2013-07-30T23:00:00.0000"
"2013032416402001002034"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-07-31T11:30:00.0000"<>"2013-07-31T16:30:00.0000"
"2013032416402001002035"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-08-02T18:00:00.0000"<>"2013-08-02T23:00:00.0000"
"2013032416402001002036"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-08-03T11:59:00.0000"<>"2013-08-03T17:00:00.0000"
"2013032416402001002037"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-08-04T11:59:00.0000"<>"2013-08-04T17:00:00.0000"
"2013032416402001002057"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-16T18:00:00.0000"<>"2013-09-16T23:00:00.0000"
"2013032416402001002058"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-17T18:00:00.0000"<>"2013-09-17T23:00:00.0000"
"2013032416402001002059"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-18T11:30:00.0000"<>"2013-09-18T16:30:00.0000"
"2013032416402001002060"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-19T18:00:00.0000"<>"2013-09-19T23:00:00.0000"
"2013032416402001002061"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-20T18:00:00.0000"<>"2013-09-20T23:00:00.0000"
"2013032416402001002062"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-21T11:59:00.0000"<>"2013-09-21T17:00:00.0000"
"2013032416402001002063"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-09-22T11:59:00.0000"<>"2013-09-22T17:00:00.0000"
"2013032416402001002066"<>"baseball-game"<>\N<>\N<>\N<>"37750956"<>"-122202232"<>"2013-10-10T16:00:00.0000"<>"2013-10-10T21:15:00.0000"
"2013040409420801002036"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-21T11:59:00.0000"<>"2013-07-21T17:00:00.0000"
"2013040409420801002037"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-22T18:15:00.0000"<>"2013-07-22T23:00:00.0000"
"2013040409420801002038"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-23T15:00:00.0000"<>"2013-07-23T19:30:00.0000"
"2013040409420801002039"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-24T18:15:00.0000"<>"2013-07-24T23:00:00.0000"
"2013040409420801002040"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-23T19:30:00.0000"<>"2013-07-23T23:15:00.0000"
"2013040409420801002041"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-26T18:15:00.0000"<>"2013-07-26T23:00:00.0000"
"2013040409420801002042"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-27T17:00:00.0000"<>"2013-07-27T22:00:00.0000"
"2013040409420801002043"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-07-28T11:59:00.0000"<>"2013-07-28T17:00:00.0000"
"2013040409420801002044"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-08-05T18:15:00.0000"<>"2013-08-05T23:00:00.0000"
"2013040409420801002045"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-08-06T18:15:00.0000"<>"2013-08-06T23:00:00.0000"
"2013040409420801002046"<>"baseball-game"<>\N<>\N<>\N<>"37778752"<>"-122390288"<>"2013-08-07T18:15:00.0000"<>"2013-08-07T23:00:00.0000"
